"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","IR"
"MSHM5090","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA",3
"MSHM5091","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA",0
"MSHM5092","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5093","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5094","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5095","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",2
"MSHM5096","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",5
"MSHM5097","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",3
"MSHM5098","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",1
"MSHM5099","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",3
"MSHM5100","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",3
"MSHM5101","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",NA
"MSHM5102","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5103","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5104","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5105","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5106","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5107","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5108","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5109","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5110","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5111","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5112","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5113","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5114","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5115","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5116","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5117","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5118","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5119","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",1
"MSHM5120","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5121","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5122","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5123","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5124","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5125","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5126","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5127","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5128","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5129","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5130","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5131","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",1
"MSHM5132","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",2
"MSHM5133","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",2
"MSHM5134","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",1
"MSHM5135","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",2
"MSHM5136","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",0
"MSHM5137","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5138","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA",0
"MSHM5139","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA",0
"MSHM5140","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5141","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5142","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5143","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",1
"MSHM5144","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",3
"MSHM5145","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5146","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",1
"MSHM5147","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",3
"MSHM5148","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",4
"MSHM5149","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5150","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5151","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5152","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5153","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5154","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5155","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5156","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5157","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5158","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5159","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5160","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5161","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5162","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5163","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5164","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5165","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5166","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5167","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5168","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5169","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5170","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5171","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5172","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA",0
"MSHM5173","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5174","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5175","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5176","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5177","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5178","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5179","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",0
"MSHM5180","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",0
"MSHM5181","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",1
"MSHM5182","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",1
"MSHM5183","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",3
"MSHM5184","Garmsar","Arid soil","Winter","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",0
"MSHM5185","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5186","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5187","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",2
"MSHM5188","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",2
"MSHM5189","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",2
"MSHM5190","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5191","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5192","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",5
"MSHM5193","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",5
"MSHM5194","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",8
"MSHM5195","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",5
"MSHM5196","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",6
"MSHM5197","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5198","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5199","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5200","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5201","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5202","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5203","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5204","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5205","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5206","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5207","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5208","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5209","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5210","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5211","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5212","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",2
"MSHM5213","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5214","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5215","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",3
"MSHM5216","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5217","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",3
"MSHM5218","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",1
"MSHM5219","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",6
"MSHM5220","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",5
"MSHM5221","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5222","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5223","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5224","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5225","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5226","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5227","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",4
"MSHM5228","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",4
"MSHM5229","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5230","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",4
"MSHM5231","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",3
"MSHM5232","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",7
"MSHM5233","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5234","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",3
"MSHM5235","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5236","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",2
"MSHM5237","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5238","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5239","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5240","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",5
"MSHM5241","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",3
"MSHM5242","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",6
"MSHM5243","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",7
"MSHM5244","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",7
"MSHM5245","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5246","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5247","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5248","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5249","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5250","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5251","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5252","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5253","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5254","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5255","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5256","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5257","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5258","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5259","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5260","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",2
"MSHM5261","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5262","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5263","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",3
"MSHM5264","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",5
"MSHM5265","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",4
"MSHM5266","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",3
"MSHM5267","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",5
"MSHM5268","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5269","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5270","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5271","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5272","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5273","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5274","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5275","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",3
"MSHM5276","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",2
"MSHM5277","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",6
"MSHM5278","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",3
"MSHM5279","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5280","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5281","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",2
"MSHM5282","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5283","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5284","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",1
"MSHM5285","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5286","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5287","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5288","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5289","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",4
"MSHM5290","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",10
"MSHM5291","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",7
"MSHM5292","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",7
"MSHM5293","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5294","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5295","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5296","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5297","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5298","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5299","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5300","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5301","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5302","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5303","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5304","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5305","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5306","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5307","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",2
"MSHM5308","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5309","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",0
"MSHM5310","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
"MSHM5311","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5312","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",5
"MSHM5313","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5314","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",2
"MSHM5315","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",3
"MSHM5316","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA",7
"MSHM5317","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5318","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5319","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",2
"MSHM5320","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5321","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",0
"MSHM5322","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA+Plant extract",1
"MSHM5323","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",4
"MSHM5324","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5325","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",4
"MSHM5326","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5327","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",3
"MSHM5328","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","30","PDA+Plant extract",5
"MSHM5329","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",1
"MSHM5330","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",3
"MSHM5331","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA",2
"MSHM5332","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",2
"MSHM5333","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",2
"MSHM5334","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA",0
"MSHM5335","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",3
"MSHM5336","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",5
"MSHM5337","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","23","PDA+Plant extract",7
"MSHM5338","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",7
"MSHM5339","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",6
"MSHM5340","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Leaf","30","PDA+Plant extract",6
"MSHM5341","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5342","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5343","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA",0
"MSHM5344","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5345","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5346","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA",0
"MSHM5347","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5348","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5349","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","23","PDA+Plant extract",0
"MSHM5350","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5351","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5352","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Branch","30","PDA+Plant extract",0
"MSHM5353","Garmsar","Arid soil","Summer","Eucalyptus camaldulensis","Root","23","PDA",1
