SITE,SOIL,Ece,EC,Cle,pHe,pH.1.5,OM,OC,Nt,P,P2O5,M,SP,M.SP
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Hoze Soltan Lake,Saline Soil,92.1,9.97,4850,7.5,7.6,0.9,0.52,0.063,10.2,23.7,3,28.3,0.11
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
Rig-Boland Desert,Arid soil,5.34,0.94,635,8.1,8,0.22,0.13,0.022,3.5,8.14,0.7,24.5,0.03
