Sample ID ,Eurotiales,Diaporthales,Ophiostomatales,Boletales ,Amphisphaeriales,Saccharomycetales,Hypocreales,Pleosporales,Xylariales,Sordariales,Unknown
MSHM28012,0,0,0,0,0,0,0,0,0,0,0
MSHM28013,0,0,0,0,0,0,0,0,0,0,0
MSHM28014,0,0,0,0,0,0,0,2,0,0,0
MSHM28015,0,0,0,0,0,0,0,0,0,0,0
MSHM28016,0,0,0,0,0,0,0,0,0,0,0
MSHM28017,0,0,0,0,0,0,0,1,0,0,0
MSHM28018,0,0,0,0,0,0,0,1,0,0,0
MSHM28019,0,0,0,0,0,0,0,0,0,0,0
MSHM28020,0,0,0,0,0,0,0,0,0,0,0
MSHM28021,0,0,0,0,0,0,0,0,0,0,0
MSHM28022,0,0,0,0,0,0,0,0,0,0,0
MSHM28023,0,0,0,0,0,0,0,0,0,0,0
MSHM28024,0,0,0,0,0,0,0,1,0,0,0
MSHM28025,0,0,0,0,0,0,0,0,0,0,0
MSHM28026,0,0,0,0,0,0,0,0,0,0,0
MSHM28027,0,0,0,0,0,0,0,0,0,0,0
MSHM28028,0,0,0,0,0,0,0,0,0,0,0
MSHM28029,0,0,0,0,0,0,0,1,0,0,0
MSHM28030,0,0,0,0,0,0,0,0,0,0,0
MSHM28031,0,0,0,0,0,0,0,1,0,0,0
MSHM28032,0,0,0,0,0,0,0,0,0,0,0
MSHM28033,0,0,0,0,0,0,0,0,0,0,0
MSHM28034,0,0,0,0,0,0,0,0,0,0,0
MSHM28035,0,0,0,0,0,0,0,0,0,0,0
MSHM28036,0,0,0,0,0,0,0,0,0,0,0
MSHM28037,0,0,0,0,0,0,0,0,0,0,0
MSHM28038,0,0,0,0,0,0,0,0,0,0,0
MSHM28039,0,0,0,0,0,0,0,0,0,0,0
MSHM28040,0,0,0,0,0,0,0,0,0,0,0
MSHM28041,0,0,0,0,0,0,0,0,0,0,0
MSHM28042,0,0,0,0,0,0,0,0,0,0,0
MSHM28043,0,0,0,0,0,0,0,0,0,0,0
MSHM28044,0,0,0,0,0,0,0,0,0,0,0
MSHM28045,0,0,0,0,0,0,0,0,0,0,0
MSHM28046,0,0,0,0,0,0,0,0,0,0,0
MSHM28047,0,0,0,0,0,0,0,0,0,0,0
MSHM28048,0,0,0,0,0,0,0,0,0,0,0
MSHM28049,0,0,0,0,0,0,0,0,0,0,0
MSHM28050,0,0,0,0,0,0,0,0,0,0,0
MSHM28051,0,0,0,0,0,0,0,0,0,0,0
MSHM28052,0,0,0,0,0,0,0,0,0,0,0
MSHM28053,0,0,0,0,0,0,0,0,0,0,0
MSHM28054,0,0,0,0,0,0,0,0,0,0,0
MSHM28055,0,0,0,0,0,0,0,0,0,0,0
MSHM28056,0,0,0,0,0,0,0,0,0,0,0
MSHM28057,0,0,0,0,0,0,0,0,0,0,0
MSHM28058,0,0,0,0,0,0,0,0,0,0,0
MSHM28059,0,0,0,0,0,0,0,0,0,0,0
MSHM28060,0,0,0,0,0,0,0,0,0,0,0
MSHM28061,0,0,0,0,0,0,0,0,0,0,0
MSHM28062,0,0,0,0,0,0,0,0,0,0,0
MSHM28063,0,0,0,0,0,0,0,0,0,0,0
MSHM28064,0,0,0,0,0,0,0,0,0,0,0
MSHM28065,0,0,0,0,0,0,0,0,0,0,0
MSHM28066,0,0,0,0,0,0,0,0,0,0,0
MSHM28067,0,0,0,0,0,0,0,0,0,0,0
MSHM28068,0,0,0,0,0,0,0,0,0,0,0
MSHM28069,0,0,0,0,0,0,0,0,0,0,0
MSHM28070,0,0,0,0,0,0,0,0,0,0,0
MSHM28071,0,0,0,0,0,0,0,0,0,0,0
MSHM28072,0,0,0,0,0,0,0,0,0,0,0
MSHM28073,0,0,0,0,0,0,0,0,0,0,0
MSHM28074,0,0,0,0,0,0,0,0,0,0,0
MSHM28075,0,0,0,0,0,0,0,0,0,0,0
MSHM28076,0,0,0,0,0,0,0,0,0,0,0
MSHM28077,0,0,0,0,0,0,0,0,0,0,0
MSHM28078,0,0,0,0,0,0,0,0,0,0,0
MSHM28079,0,0,0,0,0,0,0,0,0,0,0
MSHM28080,0,0,0,0,0,0,0,0,0,0,0
MSHM28081,0,0,0,0,0,0,0,0,0,0,0
MSHM28082,0,0,0,0,0,0,0,0,0,0,0
MSHM28083,0,0,0,0,0,0,0,0,0,0,0
MSHM28084,0,0,0,0,0,0,0,0,0,0,0
MSHM28085,0,0,0,0,0,0,0,0,0,0,0
MSHM28086,0,0,0,0,0,0,0,0,0,0,0
MSHM28087,0,0,0,0,0,0,0,0,0,0,0
MSHM28088,0,0,0,0,0,0,0,0,0,0,0
MSHM28089,0,0,0,0,0,0,0,0,0,0,0
MSHM28090,0,0,0,0,0,0,0,0,0,0,0
MSHM28091,0,0,0,0,0,0,0,0,0,0,0
MSHM28092,0,0,0,0,0,0,0,0,0,0,0
MSHM28093,0,0,0,0,0,0,0,0,0,0,0
MSHM28094,0,0,0,0,0,0,0,0,0,0,0
MSHM28095,0,0,0,0,0,0,0,0,0,0,0
MSHM28096,0,0,0,0,0,0,0,0,0,0,0
MSHM28097,0,0,0,0,0,0,0,0,0,0,0
MSHM28098,0,0,0,0,0,0,0,0,0,0,0
MSHM28099,0,0,0,0,0,0,0,0,0,0,0
MSHM28100,0,0,0,0,0,0,0,0,0,0,0
MSHM28101,0,0,0,0,0,0,0,0,0,0,0
MSHM28102,0,0,0,0,0,0,0,0,0,0,0
MSHM28103,0,0,0,0,0,0,0,0,0,0,0
MSHM28104,0,0,0,0,0,0,0,0,0,0,0
MSHM28105,0,0,0,0,0,0,0,0,0,0,0
MSHM28106,0,0,0,0,0,0,0,0,0,0,0
MSHM28107,0,0,0,0,0,0,0,0,0,0,0
MSHM28108,0,0,0,0,0,0,0,0,0,0,0
MSHM28109,0,0,0,0,0,0,0,0,0,0,0
MSHM28110,0,0,0,0,0,0,0,0,0,0,0
MSHM28111,0,0,0,0,0,0,0,0,0,0,0
MSHM28112,0,0,0,0,0,0,0,0,0,0,0
MSHM28113,0,0,0,0,0,0,0,0,0,0,0
MSHM28114,0,0,0,0,0,0,0,0,0,0,0
MSHM28115,0,0,0,0,0,0,0,0,0,0,0
MSHM28116,0,0,0,0,0,0,0,0,0,0,0
MSHM28117,0,0,0,0,0,0,0,0,0,0,0
MSHM28118,0,0,0,0,0,0,0,0,0,0,0
MSHM28119,0,0,0,0,0,0,0,0,0,0,0
MSHM28120,0,0,0,0,0,0,0,0,0,0,0
MSHM28121,0,0,0,0,0,0,0,0,0,0,0
MSHM28122,0,0,0,0,0,0,0,0,0,0,0
MSHM28123,0,0,0,0,0,0,0,0,0,0,0
MSHM28124,0,0,0,0,0,0,0,0,0,0,0
MSHM28125,0,0,0,0,0,0,0,0,0,0,0
MSHM28126,0,0,0,0,0,0,0,0,0,0,0
MSHM28127,0,0,0,0,0,0,0,0,0,0,0
MSHM28128,0,0,0,0,0,0,0,0,0,0,0
MSHM28129,0,0,0,0,0,0,0,0,0,0,0
MSHM28130,0,0,0,0,0,0,0,0,0,0,0
MSHM28131,0,0,0,0,0,0,0,0,0,0,0
MSHM28132,0,0,0,0,0,0,0,0,0,0,0
MSHM28133,0,0,0,0,0,0,0,1,0,0,0
MSHM28134,0,0,0,0,0,0,0,0,0,0,0
MSHM28135,0,0,0,0,0,0,0,0,0,0,0
MSHM28136,0,0,0,0,0,0,0,0,0,0,0
MSHM28137,0,0,0,0,0,0,0,0,0,0,0
MSHM28138,0,0,0,0,0,0,0,0,0,0,0
MSHM28139,0,0,0,0,0,0,0,0,0,0,0
MSHM28140,0,0,0,0,0,0,0,0,0,0,0
MSHM28141,0,0,0,0,0,0,0,1,0,0,0
MSHM28142,0,0,0,0,0,0,0,1,0,0,0
MSHM28143,0,0,0,0,0,0,0,1,0,0,0
MSHM28144,0,0,0,0,0,0,0,0,0,0,0
MSHM28145,0,0,0,0,0,0,0,0,0,0,0
MSHM28146,0,0,0,0,0,0,0,0,0,0,0
MSHM28147,0,0,0,0,0,0,0,0,0,0,0
MSHM28148,0,0,0,0,0,0,0,0,0,0,0
MSHM28149,0,0,0,0,0,0,0,0,0,0,0
MSHM28150,0,0,0,0,0,0,0,0,0,0,0
MSHM28151,0,0,0,0,0,0,0,0,0,0,0
MSHM28152,0,0,0,0,0,0,0,0,0,0,0
MSHM28153,0,0,0,0,0,0,0,0,0,0,0
MSHM28154,0,0,0,0,0,0,0,0,0,0,0
MSHM28155,0,0,0,0,0,0,0,0,0,0,0
MSHM28156,0,0,0,0,0,0,0,0,0,0,0
MSHM28157,0,0,0,0,0,0,0,0,0,0,0
MSHM28158,0,0,0,0,0,0,0,2,0,0,0
MSHM28159,0,0,0,0,0,0,0,0,0,0,0
MSHM28160,0,0,0,0,0,0,0,0,0,0,0
MSHM28161,0,0,0,0,0,0,0,0,0,0,0
MSHM28162,0,0,0,0,0,0,0,0,0,0,0
MSHM28163,0,0,0,0,0,0,0,0,0,0,0
MSHM28164,0,0,0,0,0,0,0,1,0,0,0
MSHM28165,0,0,0,0,0,0,0,0,0,0,0
MSHM28166,0,0,0,0,0,0,0,1,0,0,0
MSHM28167,0,0,0,0,0,0,0,0,0,0,0
MSHM28168,0,0,0,0,0,0,0,0,0,0,0
MSHM28169,0,0,0,0,0,0,0,0,0,0,0
MSHM28170,0,0,0,0,0,0,0,0,0,0,0
MSHM28171,0,0,0,0,0,0,0,0,0,0,0
MSHM28172,0,0,0,0,0,0,0,0,0,0,0
MSHM28173,0,0,0,0,0,0,0,0,0,0,0
MSHM28174,0,0,0,0,0,0,0,0,0,0,0
MSHM28175,0,0,0,0,0,0,0,0,0,0,0
MSHM28176,0,0,0,0,0,0,0,0,0,0,0
MSHM28177,0,0,0,0,0,0,0,0,0,0,0
MSHM28178,0,0,0,0,0,0,0,0,0,0,0
MSHM28179,0,0,0,0,0,0,0,1,0,0,0
MSHM28180,0,0,0,0,0,0,0,1,0,0,0
MSHM28181,0,0,0,0,0,0,0,1,0,0,0
MSHM28182,0,0,0,0,0,0,0,0,0,0,0
MSHM28183,0,0,0,0,0,0,0,0,0,0,0
MSHM28184,0,0,0,0,0,0,0,0,0,0,0
MSHM28185,0,0,0,0,0,0,0,2,0,0,0
MSHM28186,0,0,0,0,0,0,0,0,0,0,0
MSHM28187,0,0,0,0,0,0,0,0,0,0,0
MSHM28188,0,0,0,0,0,0,0,0,0,0,0
MSHM28189,0,0,0,0,0,0,0,1,0,0,0
MSHM28190,0,0,0,0,0,0,0,0,0,0,0
MSHM28191,0,0,0,0,0,0,0,1,0,0,0
MSHM28192,0,0,0,0,0,0,0,0,0,0,0
MSHM28193,0,0,0,0,0,0,0,0,0,0,0
MSHM28194,0,0,0,0,0,0,0,0,0,0,0
MSHM28195,0,0,0,0,0,0,0,0,0,0,0
MSHM28196,0,0,0,0,0,0,0,0,0,0,0
MSHM28197,0,0,0,0,0,0,0,0,0,0,0
MSHM28198,0,0,0,0,0,0,0,0,0,0,0
MSHM28199,0,0,0,0,0,0,0,0,0,0,0
MSHM28200,0,0,0,0,0,0,0,0,0,0,0
MSHM28201,0,0,0,0,0,0,0,0,0,0,0
MSHM28202,0,0,0,0,0,0,0,1,0,0,0
MSHM28203,0,0,0,0,0,0,0,0,0,0,0
MSHM28204,0,0,0,0,0,0,0,0,0,0,0
MSHM28205,0,0,0,0,0,0,0,0,0,0,0
MSHM28206,0,0,0,0,0,0,0,0,0,0,0
MSHM28207,0,0,0,0,0,0,0,1,0,0,0
MSHM28208,0,0,0,0,0,0,0,1,0,0,0
MSHM28209,0,0,0,0,0,0,0,0,0,0,0
MSHM28210,0,0,0,0,0,0,0,0,0,0,0
MSHM28211,0,0,0,0,0,0,0,0,0,0,0
MSHM28212,0,0,0,0,0,0,0,0,0,0,0
MSHM28213,0,0,0,0,0,0,0,2,0,0,0
MSHM28214,0,0,0,0,0,0,0,0,0,0,0
MSHM28215,0,0,0,0,0,0,0,0,0,0,0
MSHM28216,0,0,0,0,0,0,0,0,0,0,0
MSHM28217,0,0,0,0,0,0,0,1,0,0,0
MSHM28218,0,0,0,0,0,0,0,0,0,0,0
MSHM28219,0,0,0,0,0,0,0,0,0,0,0
MSHM28220,0,0,0,0,0,0,0,0,0,0,0
MSHM28221,0,0,0,0,0,0,0,0,0,0,0
MSHM28222,0,0,0,0,0,0,0,1,0,0,0
MSHM28223,0,0,0,0,0,0,0,0,0,0,0
MSHM28224,0,0,0,0,0,0,0,0,0,0,0
MSHM28225,0,0,0,0,0,0,0,0,0,0,0
MSHM28226,0,0,0,0,0,0,0,0,0,0,0
MSHM28227,0,0,0,0,0,0,0,0,0,0,0
MSHM28228,0,0,0,0,0,0,0,0,0,0,0
MSHM28229,0,0,0,0,0,0,0,0,0,0,0
MSHM28230,0,0,0,0,0,0,0,0,0,0,0
MSHM28231,0,0,0,0,0,0,0,0,0,0,0
MSHM28232,0,0,0,0,0,0,0,0,0,0,0
MSHM28233,0,0,0,0,0,0,0,0,0,0,0
MSHM28234,0,0,0,0,0,0,0,0,0,0,0
MSHM28235,0,0,0,0,0,0,0,0,0,0,0
MSHM28236,0,0,0,0,0,0,0,0,0,0,0
MSHM28237,0,0,0,0,0,0,0,0,0,0,0
MSHM28238,0,0,0,0,0,0,0,0,0,0,0
MSHM28239,0,0,0,0,0,0,0,0,0,0,0
MSHM28240,0,0,0,0,0,0,0,0,0,0,0
MSHM28241,0,0,0,0,0,0,0,0,0,0,0
MSHM28242,0,0,0,0,0,0,0,0,0,0,0
MSHM28243,0,0,0,0,0,0,0,0,0,0,0
MSHM28244,0,0,0,0,0,0,0,0,0,0,0
MSHM28245,0,0,0,0,0,0,0,0,0,0,0
MSHM28246,0,0,0,0,0,0,0,0,0,0,0
MSHM28247,0,0,0,0,0,0,0,0,0,0,0
MSHM28248,0,0,0,0,0,0,0,0,0,0,0
MSHM28249,0,0,0,0,0,0,0,0,0,0,0
MSHM28250,0,0,0,0,0,0,0,0,0,0,0
MSHM28251,0,0,0,0,0,0,0,0,0,0,0
MSHM28252,0,0,0,0,0,0,0,0,0,0,0
MSHM28253,0,0,0,0,0,0,0,0,0,0,0
MSHM28254,0,0,0,0,0,0,0,0,0,0,0
MSHM28255,0,0,0,0,0,0,0,0,0,0,0
MSHM28256,0,0,0,0,0,0,0,0,0,0,0
MSHM28257,0,0,0,0,0,0,0,0,0,0,0
MSHM28258,0,0,0,0,0,0,0,0,0,0,0
MSHM28259,0,0,0,0,0,0,0,0,0,0,0
MSHM28260,0,0,0,0,0,0,0,0,0,0,0
MSHM28261,0,0,0,0,0,0,0,0,0,0,0
MSHM28262,0,0,0,0,0,0,0,0,0,0,0
MSHM28263,0,0,0,0,0,0,0,0,0,0,0
MSHM28264,0,0,0,0,0,0,0,0,0,0,0
MSHM28265,0,0,0,0,0,0,0,0,0,0,0
MSHM28266,0,0,0,0,0,0,0,0,0,0,0
MSHM28267,0,0,0,0,0,0,0,0,0,0,0
MSHM28268,0,0,0,0,0,0,0,0,0,0,0
MSHM28269,0,0,0,0,0,0,0,0,0,0,0
MSHM28270,0,0,0,0,0,0,0,0,0,0,0
MSHM28271,0,0,0,0,0,0,0,0,0,0,0
MSHM28272,0,0,0,0,0,0,0,0,0,0,0
MSHM28273,0,0,0,0,0,0,0,0,0,0,0
MSHM28274,0,0,0,0,0,0,0,0,0,0,0
MSHM28275,0,0,0,0,0,0,0,0,0,0,0
MSHM28276,0,0,0,0,0,0,0,0,0,0,0
MSHM28277,0,0,0,0,0,0,0,0,0,0,0
MSHM28278,0,0,0,0,0,0,0,0,0,0,0
MSHM28279,0,0,0,0,0,0,0,0,0,0,0
MSHM28280,0,0,0,0,0,0,0,0,0,0,0
MSHM28281,0,0,0,0,0,0,0,0,0,0,0
MSHM28282,0,0,0,0,0,0,0,0,0,0,0
MSHM28283,0,0,0,0,0,0,0,0,0,0,0
MSHM28284,0,0,0,0,0,0,0,0,0,0,0
MSHM28285,0,0,0,0,0,0,0,0,0,0,0
MSHM28286,0,0,0,0,0,0,0,0,0,0,0
MSHM28287,0,0,0,0,0,0,0,0,0,0,0
MSHM28288,0,0,0,0,0,0,0,0,0,0,0
MSHM28289,0,0,0,0,0,0,0,0,0,0,0
MSHM28290,0,0,0,0,0,0,0,0,0,0,0
MSHM28291,0,0,0,0,0,0,0,0,0,0,0
MSHM28292,0,0,0,0,0,0,0,0,0,0,0
MSHM28293,0,0,0,0,0,0,0,0,0,0,0
MSHM28294,0,0,0,0,0,0,0,0,0,0,0
MSHM28295,0,0,0,0,0,0,0,0,0,0,0
MSHM28296,0,0,0,0,0,0,0,0,0,0,0
MSHM28297,0,0,0,0,0,0,0,0,0,0,0
MSHM28298,0,0,0,0,0,0,0,0,0,0,0
MSHM28299,0,0,0,0,0,0,0,0,0,0,0
MSHM28300,0,0,0,0,0,0,0,0,0,0,0
MSHM28301,0,0,0,0,0,0,0,0,0,0,0
MSHM28302,0,0,0,0,0,0,0,0,0,0,0
MSHM28303,0,0,0,0,0,0,0,0,0,0,0
MSHM28304,0,0,0,0,0,0,0,0,0,0,0
MSHM28305,0,0,0,0,0,0,0,0,0,0,0
MSHM28306,0,0,0,0,0,0,0,0,0,0,0
MSHM28307,0,0,0,0,0,0,0,0,0,0,0
MSHM28308,0,0,0,0,0,0,0,0,0,0,0
MSHM28309,0,0,0,0,0,0,0,0,0,0,0
MSHM28310,0,0,0,0,0,0,0,0,0,0,0
MSHM28311,0,0,0,0,0,0,0,0,0,0,0
MSHM28312,0,0,0,0,0,0,0,0,0,0,0
MSHM28313,0,0,0,0,0,0,0,0,0,0,0
MSHM28314,0,0,0,0,0,0,0,0,0,0,0
MSHM28315,0,0,0,0,0,0,0,0,0,0,0
MSHM28316,0,0,0,0,0,0,0,0,0,0,0
MSHM28317,0,0,0,0,0,0,0,0,0,0,0
MSHM28318,0,0,0,0,0,0,0,0,0,0,0
MSHM28319,0,0,0,0,0,0,0,0,0,0,0
MSHM28320,0,0,0,0,0,0,0,0,0,0,0
MSHM28321,0,0,0,0,0,0,0,0,0,0,0
MSHM28322,0,0,0,0,0,0,0,1,0,0,0
MSHM28323,0,0,0,0,0,0,0,0,0,0,0
MSHM28324,0,0,0,0,0,0,0,0,0,0,0
MSHM28325,0,0,0,0,0,0,0,0,0,0,0
MSHM28326,0,0,0,0,0,0,0,0,0,0,0
MSHM28327,0,0,0,0,0,0,0,0,0,0,0
MSHM28328,0,0,0,0,0,0,0,0,0,0,0
MSHM28329,0,0,0,0,0,0,0,0,0,0,0
MSHM28330,0,0,0,0,0,0,0,0,0,0,0
MSHM28331,0,0,0,0,0,0,0,0,0,0,0
MSHM28332,0,0,0,0,0,0,0,0,0,0,0
MSHM28333,0,0,0,0,0,0,0,0,0,0,0
MSHM28334,0,0,0,0,0,0,0,0,0,0,0
MSHM28335,0,0,0,0,0,0,0,0,0,0,0
MSHM28336,0,0,0,0,0,0,0,1,0,0,0
MSHM28337,0,0,0,0,0,0,0,1,0,0,0
MSHM28338,0,0,0,0,0,0,0,0,0,0,0
MSHM28339,0,0,0,0,0,0,0,0,0,0,0
MSHM28340,0,0,0,0,0,0,0,0,0,0,0
MSHM28341,0,0,0,0,0,0,0,0,0,0,0
MSHM28342,0,0,0,0,0,0,0,0,0,0,0
MSHM28343,0,0,0,0,0,0,0,1,0,0,0
MSHM28344,0,0,0,0,0,0,0,0,0,0,0
MSHM28345,0,0,0,0,0,0,0,1,0,0,0
MSHM28346,0,0,0,0,0,0,0,0,0,0,0
MSHM28347,0,0,0,0,0,0,0,0,0,0,0
MSHM28348,0,0,0,0,0,0,0,0,0,0,0
MSHM28349,0,0,0,0,0,0,0,0,0,0,0
MSHM28350,0,0,0,0,0,0,0,0,0,0,0
MSHM28351,0,0,0,0,0,0,0,0,0,0,0
MSHM28352,0,0,0,0,0,0,0,0,0,0,0
MSHM28353,0,0,0,0,0,0,0,0,0,0,0
MSHM28354,0,0,0,0,0,0,0,0,0,0,0
MSHM28355,0,0,0,0,0,0,0,0,0,0,0
MSHM28356,0,0,0,0,0,0,0,0,0,0,0
MSHM28357,0,0,0,0,0,0,0,0,0,0,0
MSHM28358,0,0,0,0,0,0,0,0,0,0,0
MSHM28359,0,0,0,0,0,0,0,0,0,0,0
MSHM28360,0,0,0,0,0,0,0,0,0,0,0
MSHM28361,0,0,0,0,0,0,0,2,0,0,0
MSHM28362,0,0,0,0,0,0,0,0,0,0,0
MSHM28363,0,0,0,0,0,0,0,0,0,0,0
MSHM28364,0,0,0,0,0,0,0,1,0,0,0
MSHM28365,0,0,0,0,0,0,0,0,0,0,0
MSHM28366,0,0,0,0,0,0,0,1,0,0,0
MSHM28367,0,0,0,0,0,0,0,0,0,0,0
MSHM28368,0,0,0,0,0,0,0,0,0,0,0
MSHM28369,0,0,0,0,0,0,0,0,0,0,0
MSHM28370,0,0,0,0,0,0,0,0,0,0,0
MSHM28371,0,0,0,0,0,0,0,0,0,0,0
MSHM28372,0,0,0,0,0,0,0,0,0,0,0
MSHM28373,0,0,0,0,0,0,0,0,0,0,0
MSHM28374,0,0,0,0,0,0,0,0,0,0,0
MSHM28375,0,0,0,0,0,0,0,0,0,0,0
MSHM28376,0,0,0,0,0,0,0,0,0,0,0
MSHM28377,0,0,0,0,0,0,0,0,0,0,0
MSHM28378,0,0,0,0,0,0,0,0,0,0,0
MSHM28379,0,0,0,0,0,0,0,0,0,0,0
MSHM28380,0,0,0,0,0,0,0,0,0,0,0
MSHM28381,0,0,0,0,0,0,0,0,0,0,0
MSHM28382,0,0,0,0,0,0,0,0,0,0,0
MSHM28383,0,0,0,0,0,0,0,0,0,0,0
MSHM28384,0,0,0,0,0,0,0,1,0,0,0
MSHM28385,0,0,0,0,0,0,0,0,0,0,0
MSHM28386,0,0,0,0,0,0,0,0,0,0,0
MSHM28387,0,0,0,0,0,0,0,0,0,0,0
MSHM28388,0,0,0,0,0,0,0,0,0,0,0
MSHM28389,0,0,0,0,0,0,0,0,0,0,0
MSHM28390,0,0,0,0,0,0,0,0,0,0,0
MSHM28391,0,0,0,0,0,0,0,0,0,0,0
MSHM28392,0,0,0,0,0,0,0,0,0,0,0
MSHM28393,0,0,0,0,0,0,0,0,0,0,0
MSHM28394,0,0,0,0,0,0,0,2,0,0,0
MSHM28395,0,0,0,0,0,0,0,1,0,0,0
MSHM28396,0,0,0,0,0,0,0,1,0,0,0
MSHM28397,0,0,0,0,0,0,0,0,0,0,0
MSHM28398,0,0,0,0,0,0,0,0,0,0,0
MSHM28399,0,0,0,0,0,0,0,0,0,0,0
MSHM28400,0,0,0,0,0,0,0,0,0,0,0
MSHM28401,0,0,0,0,0,0,0,0,0,0,0
MSHM28402,0,0,0,0,0,0,0,0,0,0,0
MSHM28403,0,0,0,0,0,0,0,0,0,0,0
MSHM28404,0,0,0,0,0,0,0,0,0,0,0
MSHM28405,0,0,0,0,0,0,0,1,0,0,0
MSHM28406,0,0,0,0,0,0,0,0,0,0,0
MSHM28407,0,0,0,0,0,0,0,0,0,0,0
MSHM28408,0,0,0,0,0,0,0,0,0,0,0
MSHM28409,0,0,0,0,0,0,0,0,0,0,0
MSHM28410,0,0,0,0,0,0,0,0,0,0,0
MSHM28411,0,0,0,0,0,0,0,0,0,0,0
MSHM28412,0,0,0,0,0,0,0,0,0,0,0
MSHM28413,0,0,0,0,0,0,0,0,0,0,0
MSHM28414,0,0,0,0,0,0,0,0,0,0,0
MSHM28415,0,0,0,0,0,0,0,1,0,0,0
MSHM28416,0,0,0,0,0,0,0,1,0,0,0
MSHM28417,0,0,0,0,0,0,0,0,0,0,0
MSHM28418,0,0,0,0,0,0,0,0,0,0,0
MSHM28419,0,0,0,0,0,0,0,0,0,0,0
MSHM28420,0,0,0,0,0,0,0,0,0,0,0
MSHM28421,0,0,0,0,0,0,0,0,0,0,0
MSHM28422,0,0,0,0,0,0,0,0,0,0,0
MSHM28423,0,0,0,0,0,0,0,0,0,0,0
MSHM28424,0,0,0,0,0,0,0,0,0,0,0
MSHM28425,0,0,0,0,0,0,0,0,0,0,0
MSHM28426,0,0,0,0,0,0,0,0,0,0,0
MSHM28427,0,0,0,0,0,0,0,0,0,0,0
MSHM28428,0,0,0,0,0,0,0,0,0,0,0
MSHM28429,0,0,0,0,0,0,0,0,0,0,0
MSHM28430,0,0,0,0,0,0,0,0,0,0,0
MSHM28431,0,0,0,0,0,0,0,0,0,0,0
MSHM28432,0,0,0,0,0,0,0,0,0,0,0
MSHM28433,0,0,0,0,0,0,0,0,0,0,0
MSHM28434,0,0,0,0,0,0,0,0,0,0,0
MSHM28435,0,0,0,0,0,0,0,0,0,0,0
MSHM28436,0,0,0,0,0,0,0,0,0,0,0
MSHM28437,0,0,0,0,0,0,0,0,0,0,0
MSHM28438,0,0,0,0,0,0,0,0,0,0,0
MSHM28439,0,0,0,0,0,0,0,0,0,0,0
MSHM28440,0,0,0,0,0,0,0,0,0,0,0
MSHM28441,0,0,0,0,0,0,0,0,0,0,0
MSHM28442,0,0,0,0,0,0,0,0,0,0,0
MSHM28443,0,0,0,0,0,0,0,0,0,0,0
MSHM28444,0,0,0,0,0,0,0,0,0,0,0
MSHM28445,0,0,0,0,0,0,0,0,0,0,0
MSHM28446,0,0,0,0,0,0,0,0,0,0,0
MSHM28447,0,0,0,0,0,0,0,0,0,0,0
MSHM28448,0,0,0,0,0,0,0,0,0,0,0
MSHM28449,0,0,0,0,0,0,0,0,0,0,0
MSHM28450,0,0,0,0,0,0,0,0,0,0,0
MSHM28451,0,0,0,0,0,0,0,0,0,0,0
MSHM28452,0,0,0,0,0,0,0,0,0,0,0
MSHM28453,0,0,0,0,0,0,0,0,0,0,0
MSHM28454,0,0,0,0,0,0,0,0,0,0,0
MSHM28455,0,0,0,0,0,0,0,0,0,0,0
MSHM28456,0,0,0,0,0,0,0,0,0,0,0
MSHM28457,0,0,0,0,0,0,0,0,0,0,0
MSHM28458,0,0,0,0,0,0,0,0,0,0,0
MSHM28459,0,0,0,0,0,0,0,0,0,0,0
MSHM28460,0,0,0,0,0,0,0,0,0,0,0
MSHM28461,0,0,0,0,0,0,0,0,0,0,0
MSHM28462,0,0,0,0,0,0,0,0,0,0,0
MSHM28463,0,0,0,0,0,0,0,0,0,0,0
MSHM28464,0,0,0,0,0,0,0,0,0,0,0
MSHM28465,0,0,0,0,0,0,0,0,0,0,0
MSHM28466,0,0,0,0,0,0,0,0,0,0,0
MSHM28467,0,0,0,0,0,0,0,0,0,0,0
MSHM28468,0,0,0,0,0,0,0,0,0,0,0
MSHM28469,0,0,0,0,0,0,0,0,0,0,0
MSHM28470,0,0,0,0,0,0,0,0,0,0,0
MSHM28471,0,0,0,0,0,0,0,0,0,0,0
MSHM28472,0,0,0,0,0,0,0,0,0,0,0
MSHM28473,0,0,0,0,0,0,0,0,0,0,0
MSHM28474,0,0,0,0,0,0,0,0,0,0,0
MSHM28475,0,0,0,0,0,0,0,0,0,0,0
MSHM28476,0,0,0,0,0,0,0,0,0,0,0
MSHM28477,0,0,0,0,0,0,0,0,0,0,0
MSHM28478,0,0,0,0,0,0,0,0,0,0,0
MSHM28479,0,0,0,0,0,0,0,0,0,0,0
MSHM28480,0,0,0,0,0,0,0,0,0,0,0
MSHM28481,0,0,0,0,0,0,0,0,0,0,0
MSHM28482,0,0,0,0,0,0,0,0,0,0,0
MSHM28483,0,0,0,0,0,0,0,0,0,0,0
MSHM28484,0,0,0,0,0,0,0,0,0,0,0
MSHM28485,0,0,0,0,0,0,0,0,0,0,0
MSHM28486,0,0,0,0,0,0,0,0,0,0,0
MSHM28487,0,0,0,0,0,0,0,0,0,0,0
MSHM28488,0,0,0,0,0,0,0,0,0,0,0
MSHM28489,0,0,0,0,0,0,0,0,0,0,0
MSHM28490,0,0,0,0,0,0,0,0,0,0,0
