,SITE,SOIL,Ece,EC,Cle,pHe,pH 1:5,OM,OC,Nt,P,P2O5,M,SP,M:SP
MSHM27335,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27336,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27337,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27338,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27339,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27340,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27341,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27342,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27343,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27344,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27345,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27346,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27347,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27348,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27349,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27350,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27351,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27352,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27353,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27354,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27355,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27356,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27357,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27358,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27359,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27360,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27361,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27362,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27363,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27364,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27365,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27366,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27367,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27368,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27369,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27370,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27371,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27372,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27373,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27374,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27375,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27376,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27377,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27378,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27379,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27380,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27381,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27382,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27383,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27384,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27385,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27386,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27387,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27388,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27389,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27390,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27391,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27392,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27393,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27394,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27395,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27396,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27397,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27398,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27399,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27400,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27401,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27402,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27403,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27404,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27405,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27406,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27407,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27408,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27409,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27410,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27411,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27412,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27413,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27414,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27415,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27416,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27417,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27418,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27419,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27420,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27421,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27422,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27423,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27424,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27425,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27426,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27427,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27428,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27429,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27430,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27431,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27432,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27433,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27434,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27435,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27436,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27437,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27438,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27439,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27440,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27441,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27442,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27443,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27444,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27445,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27446,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27447,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27448,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27449,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27450,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27451,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27452,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27453,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27454,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27455,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27456,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27457,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27458,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27459,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27460,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27461,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27462,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27463,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27464,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27465,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27466,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27467,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27468,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27469,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27470,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27471,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27472,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27473,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27474,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27475,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27476,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27477,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27478,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27479,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27480,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27481,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27482,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27483,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27484,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27485,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27486,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27487,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27488,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27489,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27490,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27491,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27492,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27493,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27494,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27495,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27496,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27497,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27498,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27499,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27500,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27501,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27502,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27503,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27504,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27505,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27506,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27507,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27508,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27509,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27510,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27511,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27512,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27513,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27514,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27515,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27516,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27517,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27518,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27519,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27520,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27521,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
MSHM27522,Haj Ali Gholi,Saline Soil,88.3,9.49,44000,7.7,7.9,0.51,0.3,0.043,6.17,14.3,3,24.7,0.12
