"","SITE","SOIL","TIME","HOST","TISSUE","TEMP","MEDIA","season","IR"
"MSHM17670","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",3
"MSHM17671","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",5
"MSHM17672","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",5
"MSHM17673","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",2
"MSHM17674","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",2
"MSHM17675","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",0
"MSHM17676","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",5
"MSHM17677","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17678","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17679","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",1
"MSHM17680","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",0
"MSHM17681","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",1
"MSHM17682","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",2
"MSHM17683","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",1
"MSHM17684","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",2
"MSHM17685","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",2
"MSHM17686","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",3
"MSHM17687","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",1
"MSHM17688","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",5
"MSHM17689","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17690","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17691","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17692","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",6
"MSHM17693","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",2
"MSHM17694","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",2
"MSHM17695","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17696","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",2
"MSHM17697","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17698","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17699","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17700","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17701","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",4
"MSHM17702","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",4
"MSHM17703","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",4
"MSHM17704","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",6
"MSHM17705","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",3
"MSHM17706","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",6
"MSHM17707","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17708","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",0
"MSHM17709","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17710","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",4
"MSHM17711","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",3
"MSHM17712","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",5
"MSHM17713","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",6
"MSHM17714","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",2
"MSHM17715","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",3
"MSHM17716","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",8
"MSHM17717","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",2
"MSHM17718","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",4
"MSHM17719","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",1
"MSHM17720","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",2
"MSHM17721","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",2
"MSHM17722","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",2
"MSHM17723","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",3
"MSHM17724","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",3
"MSHM17725","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17726","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",1
"MSHM17727","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17728","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",1
"MSHM17729","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",8
"MSHM17730","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",1
"MSHM17731","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",0
"MSHM17732","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",1
"MSHM17733","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",1
"MSHM17734","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",3
"MSHM17735","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",2
"MSHM17736","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",2
"MSHM17737","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",6
"MSHM17738","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17739","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17740","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",6
"MSHM17741","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",5
"MSHM17742","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",4
"MSHM17743","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17744","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",4
"MSHM17745","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17746","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",4
"MSHM17747","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17748","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17749","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",3
"MSHM17750","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",5
"MSHM17751","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",3
"MSHM17752","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",5
"MSHM17753","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",5
"MSHM17754","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",9
"MSHM17755","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",0
"MSHM17756","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17757","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",0
"MSHM17758","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",4
"MSHM17759","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17760","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",2
"MSHM17761","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",6
"MSHM17762","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",4
"MSHM17763","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA","winter",2
"MSHM17764","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",4
"MSHM17765","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",1
"MSHM17766","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA","winter",3
"MSHM17767","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",3
"MSHM17768","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",2
"MSHM17769","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",23,"PDA+Plant","winter",2
"MSHM17770","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",0
"MSHM17771","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",2
"MSHM17772","Hoze Soltan Lake",NA,"W2015","S.rosm","Leaf",30,"PDA+Plant","winter",0
"MSHM17773","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17774","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",0
"MSHM17775","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA","winter",2
"MSHM17776","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",2
"MSHM17777","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",0
"MSHM17778","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA","winter",0
"MSHM17779","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",3
"MSHM17780","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",0
"MSHM17781","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",23,"PDA+Plant","winter",1
"MSHM17782","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",0
"MSHM17783","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",1
"MSHM17784","Hoze Soltan Lake",NA,"W2015","S.rosm","Branch",30,"PDA+Plant","winter",2
"MSHM17785","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",2
"MSHM17786","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",3
"MSHM17787","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",8
"MSHM17788","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",5
"MSHM17789","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",2
"MSHM17790","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA","winter",5
"MSHM17791","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17792","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",2
"MSHM17793","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",2
"MSHM17794","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",1
"MSHM17795","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",2
"MSHM17796","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA","winter",3
"MSHM17797","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",7
"MSHM17798","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",2
"MSHM17799","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",6
"MSHM17800","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",6
"MSHM17801","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",2
"MSHM17802","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",23,"PDA+Plant","winter",5
"MSHM17803","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",4
"MSHM17804","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",2
"MSHM17805","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17806","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",0
"MSHM17807","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",2
"MSHM17808","Hoze Soltan Lake",NA,"W2015","S.rosm","Root",30,"PDA+Plant","winter",1
"MSHM17809","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",6
"MSHM17810","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",3
"MSHM17811","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",4
"MSHM17812","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",5
"MSHM17813","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",6
"MSHM17814","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",0
"MSHM17815","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",3
"MSHM17816","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",3
"MSHM17817","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",1
"MSHM17818","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",3
"MSHM17819","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",5
"MSHM17820","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",3
"MSHM17821","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",4
"MSHM17822","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",5
"MSHM17823","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",6
"MSHM17824","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",5
"MSHM17825","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",4
"MSHM17826","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",2
"MSHM17827","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",4
"MSHM17828","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",2
"MSHM17829","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",3
"MSHM17830","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",3
"MSHM17831","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",2
"MSHM17832","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",0
"MSHM17833","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",3
"MSHM17834","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",3
"MSHM17835","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",3
"MSHM17836","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",9
"MSHM17837","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",7
"MSHM17838","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",6
"MSHM17839","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",1
"MSHM17840","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",1
"MSHM17841","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",0
"MSHM17842","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",2
"MSHM17843","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",2
"MSHM17844","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",0
"MSHM17845","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",3
"MSHM17846","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",7
"MSHM17847","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",5
"MSHM17848","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",5
"MSHM17849","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",3
"MSHM17850","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",5
"MSHM17851","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",1
"MSHM17852","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",0
"MSHM17853","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",1
"MSHM17854","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",2
"MSHM17855","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",2
"MSHM17856","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",3
"MSHM17857","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",4
"MSHM17858","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",4
"MSHM17859","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",2
"MSHM17860","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",3
"MSHM17861","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",2
"MSHM17862","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",4
"MSHM17863","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",4
"MSHM17864","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",2
"MSHM17865","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",2
"MSHM17866","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",5
"MSHM17867","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",0
"MSHM17868","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",7
"MSHM17869","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",4
"MSHM17870","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",7
"MSHM17871","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",6
"MSHM17872","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",4
"MSHM17873","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",0
"MSHM17874","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",0
"MSHM17875","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",5
"MSHM17876","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",6
"MSHM17877","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",2
"MSHM17878","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",3
"MSHM17879","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",2
"MSHM17880","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",1
"MSHM17881","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",5
"MSHM17882","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",4
"MSHM17883","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",5
"MSHM17884","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",10
"MSHM17885","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",5
"MSHM17886","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",9
"MSHM17887","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",0
"MSHM17888","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",4
"MSHM17889","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",1
"MSHM17890","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",2
"MSHM17891","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",0
"MSHM17892","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",4
"MSHM17893","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",1
"MSHM17894","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",7
"MSHM17895","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",7
"MSHM17896","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",4
"MSHM17897","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",5
"MSHM17898","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA+Plant","summer",6
"MSHM17899","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",3
"MSHM17900","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",4
"MSHM17901","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",1
"MSHM17902","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",1
"MSHM17903","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",3
"MSHM17904","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA+Plant","summer",4
"MSHM17905","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",7
"MSHM17906","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",2
"MSHM17907","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA","summer",2
"MSHM17908","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",4
"MSHM17909","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",1
"MSHM17910","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA","summer",3
"MSHM17911","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",5
"MSHM17912","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",0
"MSHM17913","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",23,"PDA+Plant","summer",3
"MSHM17914","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",8
"MSHM17915","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",0
"MSHM17916","Hoze Soltan Lake",NA,"S2017","S.rosm","Leaf",30,"PDA+Plant","summer",1
"MSHM17917","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",8
"MSHM17918","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",8
"MSHM17919","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA","summer",6
"MSHM17920","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",0
"MSHM17921","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",4
"MSHM17922","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA","summer",3
"MSHM17923","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",2
"MSHM17924","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",4
"MSHM17925","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",23,"PDA+Plant","summer",5
"MSHM17926","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",3
"MSHM17927","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",1
"MSHM17928","Hoze Soltan Lake",NA,"S2017","S.rosm","Branch",30,"PDA+Plant","summer",3
"MSHM17929","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",5
"MSHM17930","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",8
"MSHM17931","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",5
"MSHM17932","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",8
"MSHM17933","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",8
"MSHM17934","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",23,"PDA","summer",2
"MSHM17935","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",3
"MSHM17936","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",2
"MSHM17937","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",0
"MSHM17938","Hoze Soltan Lake",NA,"S2017","S.rosm","Root",30,"PDA","summer",1
